,Name,Year,Age,Team,Position,Games,Games Started,Minutes Per Game,Field Goals Per Game,Field Goal Attempts Per Game,Field Goal Percent,3-Point Field Goals Per Game,3-Point Field Goal Attempts Per Game,3-Point Field Goal Percent,2-Point Field Goals Per Game,2-Point Field Goal Attempts Per Game,2-Point Field Goal Percent,Effective Field Goal Percent,Free Throws Per Game,Free Throw Attempts Per Game,Free Throw Percent,Offensive Rebounds Per Game,Defensive Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Turnovers Per Game,Personal Fouls Per Game,Points Per Game
1379,Avery Bradley,2016,25,BOS,SG,76,72,33.4,6.0,13.4,.447,1.9,5.4,.361,4.1,8.1,.505,.520,1.3,1.6,.780,0.6,2.3,2.1,1.5,0.3,1.4,2.2,15.2
1380,Avery Bradley,2017,26,BOS,SG,55,55,33.4,6.5,14.1,.463,2.0,5.0,.390,4.6,9.1,.504,.533,1.2,1.7,.731,1.2,4.9,2.2,1.2,0.2,1.6,2.6,16.3
1381,Avery Bradley,2018,27,TOT,SG,46,46,31.2,5.6,13.6,.414,1.6,4.4,.369,4.0,9.2,.436,.474,1.4,1.8,.768,0.5,2.0,2.0,1.1,0.2,2.2,2.0,14.3
1382,Avery Bradley,2019,28,LAC,SG,34,34,29.1,3.1,8.2,.384,0.9,3.0,.304,2.2,5.2,.429,.439,0.4,0.5,.824,0.6,1.8,1.9,0.6,0.4,1.3,2.9,7.6
1383,Mike Scott,2013,24,ATL,PF,40,1,9.4,1.8,3.7,.476,0.0,0.0,.000,1.8,3.7,.479,.476,1.1,1.4,.768,1.0,1.8,0.3,0.1,0.1,0.5,0.8,4.6
1384,Mike Scott,2014,25,ATL,PF,80,6,18.5,3.8,7.9,.479,0.8,2.5,.310,3.0,5.4,.558,.529,1.3,1.7,.780,0.8,2.8,0.9,0.4,0.1,1.0,1.5,9.6
1385,Mike Scott,2015,26,ATL,PF,68,0,16.5,3.0,6.7,.444,1.0,2.8,.344,2.0,3.8,.517,.517,0.9,1.1,.792,0.7,2.3,1.1,0.4,0.0,0.6,1.2,7.8
1386,Mike Scott,2016,27,ATL,PF,75,0,15.3,2.3,5.0,.468,0.8,2.1,.392,1.5,2.9,.523,.551,0.7,0.8,.794,0.7,2.0,1.0,0.3,0.2,0.6,1.4,6.2
1387,Mike Scott,2017,28,ATL,PF,18,0,10.8,0.9,3.3,.288,0.2,1.5,.148,0.7,1.8,.406,.322,0.4,0.4,.875,0.6,1.5,0.9,0.2,0.2,0.4,0.7,2.5
1388,Mike Scott,2018,29,WAS,PF,76,1,18.5,3.6,6.9,.527,0.9,2.1,.405,2.8,4.8,.582,.590,0.7,1.0,.658,0.7,2.6,1.1,0.3,0.1,1.0,1.9,8.8
1389,Mike Scott,2019,30,LAC,PF,40,0,14.8,1.7,4.5,.380,0.9,2.6,.350,0.8,1.9,.421,.480,0.3,0.4,.625,0.5,3.1,0.9,0.4,0.2,0.6,1.7,4.6
1390,Luc Mbah a Moute,2009,22,MIL,PF,82,52,25.8,2.8,6.0,.462,0.0,0.0,.000,2.8,5.9,.466,.462,1.7,2.3,.729,2.3,3.6,1.1,1.1,0.5,1.2,2.5,7.2
1391,Luc Mbah a Moute,2010,23,MIL,PF,73,62,25.6,2.4,5.1,.480,0.1,0.2,.353,2.3,4.8,.486,.488,1.3,1.8,.699,2.3,3.1,1.1,0.8,0.5,1.0,2.5,6.2
1392,Luc Mbah a Moute,2011,24,MIL,PF,79,52,26.5,2.5,5.4,.463,0.0,0.1,.000,2.5,5.3,.470,.463,1.7,2.4,.707,2.1,3.2,0.9,0.9,0.4,1.0,2.3,6.7
1393,Luc Mbah a Moute,2012,25,MIL,PF,43,22,23.5,3.1,6.1,.510,0.0,0.1,.250,3.1,6.0,.514,.511,1.5,2.4,.641,1.8,3.5,0.7,0.9,0.5,0.9,2.2,7.7
1394,Luc Mbah a Moute,2013,26,MIL,SF,58,45,22.9,2.6,6.5,.401,0.2,0.6,.351,2.4,5.9,.406,.418,1.2,2.2,.571,1.5,2.9,0.9,0.7,0.2,1.2,1.4,6.7
1395,Luc Mbah a Moute,2014,27,TOT,PF-SF,64,7,15.7,1.4,3.0,.451,0.1,0.3,.235,1.3,2.8,.472,.461,0.7,1.0,.687,0.9,1.4,0.6,0.5,0.2,0.6,1.1,3.5
1396,Luc Mbah a Moute,2015,28,PHI,PF,67,61,28.6,3.7,9.5,.395,0.9,3.0,.307,2.8,6.5,.435,.443,1.4,2.4,.589,1.2,3.7,1.6,1.2,0.3,1.5,1.6,9.9
1397,Luc Mbah a Moute,2016,29,LAC,PF,75,61,17.0,1.3,2.8,.454,0.2,0.5,.325,1.1,2.2,.485,.486,0.4,0.8,.526,0.8,1.5,0.4,0.6,0.3,0.5,1.3,3.1
1398,Luc Mbah a Moute,2017,30,LAC,SF,80,76,22.3,2.4,4.7,.505,0.5,1.4,.391,1.9,3.4,.552,.562,0.7,1.1,.678,0.6,1.6,0.5,1.0,0.4,0.6,1.5,6.1
1399,Luc Mbah a Moute,2018,31,HOU,PF,61,15,25.6,2.7,5.7,.481,1.0,2.8,.364,1.7,2.8,.599,.572,1.1,1.6,.684,0.4,2.7,0.9,1.2,0.4,1.1,1.6,7.5
1400,Luc Mbah a Moute,2019,32,LAC,PF,4,0,15.3,2.0,4.5,.444,0.5,1.5,.333,1.5,3.0,.500,.500,0.5,1.3,.400,0.5,1.3,0.5,0.3,0.3,0.5,2.0,5.0
1401,Montrezl Harrell,2016,22,HOU,PF,39,1,9.7,1.5,2.3,.644,0.0,0.0,.000,1.5,2.3,.652,.644,0.6,1.2,.522,0.6,1.0,0.4,0.3,0.3,0.4,1.2,3.6
1402,Montrezl Harrell,2017,23,HOU,C,58,14,18.3,3.9,5.9,.652,0.0,0.1,.143,3.9,5.8,.663,.654,1.3,2.1,.628,1.4,2.4,1.1,0.3,0.7,0.8,2.2,9.1
1403,Montrezl Harrell,2018,24,LAC,C,76,3,17.0,4.6,7.2,.635,0.0,0.1,.143,4.6,7.1,.641,.636,1.8,2.9,.626,1.4,2.7,1.0,0.5,0.7,0.9,1.9,11.0
1404,Montrezl Harrell,2019,25,LAC,C,40,0,25.2,6.1,9.8,.628,0.0,0.1,.250,6.1,9.7,.632,.629,3.4,5.5,.615,2.4,4.3,1.7,1.0,1.4,1.3,2.8,15.7
1405,Tyrone Wallace,2018,23,LAC,PG,30,19,28.4,3.7,8.2,.445,0.3,1.3,.250,3.3,6.9,.483,.466,2.0,2.6,.782,0.7,2.8,2.4,0.9,0.4,1.5,2.8,9.7
1406,Tyrone Wallace,2019,24,LAC,PG,30,0,9.7,1.6,3.7,.441,0.0,0.3,.000,1.6,3.4,.485,.441,0.4,0.8,.522,0.4,1.1,0.5,0.4,0.2,0.4,1.4,3.7
1407,Damian Lillard,2013,22,POR,PG,82,82,38.6,6.7,15.7,.429,2.3,6.1,.368,4.5,9.6,.469,.501,3.3,3.9,.844,0.5,2.6,6.5,0.9,0.2,3.0,2.1,19.0
1408,Damian Lillard,2014,23,POR,PG,82,82,35.8,6.7,15.9,.424,2.7,6.8,.394,4.1,9.1,.447,.508,4.5,5.2,.871,0.4,3.1,5.6,0.8,0.3,2.4,2.4,20.7
1409,Damian Lillard,2015,24,POR,PG,82,82,35.7,7.2,16.6,.434,2.4,7.0,.343,4.8,9.6,.500,.506,4.2,4.9,.864,0.6,4.0,6.2,1.2,0.3,2.7,2.0,21.0
1410,Damian Lillard,2016,25,POR,PG,75,75,35.7,8.2,19.7,.419,3.1,8.1,.375,5.2,11.5,.450,.497,5.5,6.2,.892,0.6,3.4,6.8,0.9,0.4,3.2,2.2,25.1
1411,Damian Lillard,2017,26,POR,PG,75,75,35.9,8.8,19.8,.444,2.9,7.7,.370,6.0,12.1,.492,.516,6.5,7.3,.895,0.6,4.3,5.9,0.9,0.3,2.6,2.0,27.0
1412,Damian Lillard,2018,27,POR,PG,73,73,36.6,8.5,19.4,.439,3.1,8.6,.361,5.4,10.8,.501,.519,6.8,7.4,.916,0.8,3.6,6.6,1.1,0.4,2.8,1.6,26.9
1413,Damian Lillard,2019,28,POR,PG,42,42,35.4,8.5,19.1,.444,3.0,7.6,.386,5.5,11.4,.483,.522,6.0,6.7,.897,0.8,3.8,6.1,1.0,0.5,2.8,1.8,25.9
1414,CJ McCollum,2014,22,POR,SG,38,0,12.5,1.9,4.7,.416,0.8,2.1,.375,1.2,2.6,.449,.500,0.6,0.9,.676,0.2,1.1,0.7,0.4,0.1,0.9,1.4,5.3
1415,CJ McCollum,2015,23,POR,SG,62,3,15.7,2.6,5.9,.436,0.9,2.2,.396,1.7,3.6,.460,.511,0.8,1.2,.699,0.2,1.2,1.0,0.7,0.1,0.8,1.3,6.8
1416,CJ McCollum,2016,24,POR,SG,80,80,34.8,8.0,17.9,.448,2.5,5.9,.417,5.6,12.0,.463,.517,2.3,2.8,.827,0.6,2.7,4.3,1.2,0.3,2.5,2.3,20.8
1417,CJ McCollum,2017,25,POR,SG,80,80,35.0,8.7,18.0,.480,2.3,5.5,.421,6.3,12.5,.506,.544,3.4,3.7,.912,0.8,2.9,3.6,0.9,0.5,2.2,2.5,23.0
1418,CJ McCollum,2018,26,POR,SG,81,81,36.1,8.2,18.6,.443,2.3,5.9,.397,5.9,12.7,.465,.506,2.6,3.1,.836,0.7,3.3,3.4,1.0,0.4,1.9,2.1,21.4
1419,CJ McCollum,2019,27,POR,SG,41,41,34.3,8.2,18.0,.459,1.9,5.8,.332,6.3,12.2,.519,.512,2.4,3.0,.826,0.9,2.8,2.7,0.8,0.4,1.6,2.5,20.9
1420,Al-Farouq Aminu,2011,20,LAC,SF,81,14,17.9,2.0,5.0,.394,0.6,1.8,.315,1.4,3.2,.437,.450,1.1,1.5,.773,0.9,2.4,0.7,0.7,0.3,1.3,1.5,5.6
1421,Al-Farouq Aminu,2012,21,NOH,SF,66,21,22.4,2.3,5.5,.411,0.2,0.7,.277,2.1,4.8,.431,.429,1.3,1.7,.754,1.4,3.2,1.0,0.9,0.5,1.4,2.1,6.0
1422,Al-Farouq Aminu,2013,22,NOH,SF,76,71,27.2,3.0,6.2,.475,0.1,0.3,.211,2.9,6.0,.486,.479,1.3,1.8,.737,1.8,5.9,1.4,1.2,0.7,1.5,2.0,7.3
1423,Al-Farouq Aminu,2014,23,NOP,SF,80,65,25.6,2.9,6.2,.474,0.2,0.6,.271,2.8,5.6,.496,.487,1.1,1.7,.664,1.6,4.6,1.4,1.0,0.5,1.1,1.8,7.2
1424,Al-Farouq Aminu,2015,24,DAL,SF,74,3,18.5,2.0,4.8,.412,0.5,1.7,.274,1.5,3.1,.485,.459,1.1,1.6,.712,1.5,3.1,0.8,0.9,0.8,0.7,1.9,5.6
1425,Al-Farouq Aminu,2016,25,POR,SF,82,82,28.5,3.6,8.8,.416,1.5,4.3,.361,2.1,4.5,.468,.503,1.4,1.9,.737,1.2,4.9,1.7,0.9,0.6,1.5,2.1,10.2
1426,Al-Farouq Aminu,2017,26,POR,PF,61,25,29.1,3.0,7.6,.393,1.1,3.5,.330,1.9,4.2,.445,.468,1.6,2.2,.706,1.3,6.1,1.6,1.0,0.7,1.5,1.7,8.7
1427,Al-Farouq Aminu,2018,27,POR,PF,69,67,30.0,3.3,8.4,.395,1.8,4.9,.369,1.5,3.5,.432,.503,0.9,1.2,.738,1.4,6.2,1.2,1.1,0.6,1.1,2.0,9.3
1428,Al-Farouq Aminu,2019,28,POR,PF,42,42,30.1,3.2,7.5,.425,1.4,3.9,.352,1.8,3.6,.503,.516,1.7,2.0,.837,1.5,6.6,1.0,0.9,0.4,0.8,2.1,9.4
1429,Evan Turner,2011,22,PHI,SG,78,14,23.0,2.9,6.8,.425,0.2,0.6,.318,2.7,6.2,.435,.439,1.3,1.6,.808,0.5,3.4,2.0,0.6,0.2,1.0,1.8,7.2
1430,Evan Turner,2012,23,PHI,SF,65,20,26.4,4.0,9.1,.446,0.2,0.8,.224,3.9,8.3,.466,.455,1.1,1.7,.676,0.4,5.4,2.8,0.6,0.3,1.6,1.8,9.4
1431,Evan Turner,2013,24,PHI,SF,82,82,35.3,5.4,12.8,.419,0.7,1.9,.365,4.7,10.9,.428,.446,1.9,2.5,.740,0.7,5.6,4.3,0.9,0.2,2.3,2.4,13.3
1432,Evan Turner,2014,25,TOT,SF,81,56,30.3,5.4,12.6,.425,0.6,1.9,.321,4.7,10.7,.444,.450,2.6,3.2,.813,0.8,4.3,3.2,0.8,0.1,2.3,2.4,14.0
1433,Evan Turner,2015,26,BOS,SG,82,57,27.6,3.9,9.1,.429,0.4,1.5,.277,3.5,7.6,.458,.451,1.3,1.7,.752,0.5,4.6,5.5,1.0,0.2,2.4,2.2,9.5
1434,Evan Turner,2016,27,BOS,SG,81,12,28.0,4.2,9.3,.456,0.2,1.0,.241,4.0,8.3,.482,.469,1.8,2.2,.827,0.6,4.3,4.4,1.0,0.3,2.1,1.7,10.5
1435,Evan Turner,2017,28,POR,SF,65,12,25.5,3.6,8.5,.426,0.5,1.8,.263,3.1,6.7,.470,.454,1.3,1.6,.825,0.6,3.2,3.2,0.8,0.4,1.5,1.9,9.0
1436,Evan Turner,2018,29,POR,SF,79,40,25.7,3.3,7.3,.447,0.5,1.7,.318,2.7,5.6,.485,.484,1.2,1.4,.850,0.4,2.7,2.2,0.6,0.4,1.3,2.1,8.2
1437,Evan Turner,2019,30,POR,PG,41,2,24.5,3.3,7.1,.462,0.1,0.9,.143,3.1,6.2,.506,.471,1.0,1.4,.695,0.7,4.1,3.9,0.6,0.3,2.0,1.9,7.7
1438,Jake Layman,2017,22,POR,SF,35,1,7.1,0.7,2.5,.292,0.4,1.5,.255,0.4,1.1,.342,.365,0.4,0.5,.765,0.2,0.5,0.3,0.3,0.1,0.3,0.6,2.2
1439,Jake Layman,2018,23,POR,SF,35,1,4.6,0.4,1.3,.298,0.1,0.6,.200,0.3,0.8,.370,.340,0.1,0.1,.667,0.1,0.3,0.3,0.2,0.1,0.1,0.4,1.0
1440,Jake Layman,2019,24,POR,SF,31,21,14.7,2.1,4.2,.500,0.7,2.1,.344,1.4,2.1,.652,.585,0.5,0.7,.667,0.7,1.7,0.4,0.5,0.3,0.5,1.0,5.4
1441,Meyers Leonard,2013,20,POR,C,69,9,17.5,2.2,4.0,.545,0.0,0.1,.429,2.1,3.9,.548,.551,1.0,1.3,.809,1.2,2.5,0.5,0.2,0.6,0.7,2.4,5.5
1442,Meyers Leonard,2014,21,POR,C,40,0,8.9,1.0,2.3,.451,0.0,0.2,.000,1.0,2.1,.482,.451,0.4,0.5,.762,0.7,2.1,0.5,0.2,0.1,0.4,1.9,2.5
1443,Meyers Leonard,2015,22,POR,C,55,7,15.4,2.3,4.5,.510,0.9,2.0,.420,1.4,2.4,.586,.606,0.5,0.6,.938,0.8,3.7,0.6,0.2,0.3,0.7,2.1,5.9
1444,Meyers Leonard,2016,23,POR,PF,61,10,21.9,3.2,7.1,.448,1.4,3.7,.377,1.8,3.4,.527,.547,0.6,0.8,.761,0.8,4.3,1.5,0.1,0.3,1.3,3.0,8.4
1445,Meyers Leonard,2017,24,POR,PF,74,12,16.5,2.0,5.1,.386,1.0,2.9,.347,1.0,2.2,.436,.484,0.5,0.5,.875,0.4,2.8,1.0,0.2,0.4,0.5,2.3,5.4
1446,Meyers Leonard,2018,25,POR,C,33,2,7.7,1.4,2.4,.590,0.3,0.8,.423,1.1,1.6,.673,.660,0.3,0.3,.818,0.4,1.8,0.5,0.2,0.0,0.3,1.1,3.4
1447,Meyers Leonard,2019,26,POR,C,39,0,14.3,2.1,4.1,.506,0.8,1.8,.417,1.3,2.3,.580,.600,0.7,0.9,.853,0.9,3.3,1.2,0.3,0.2,0.8,1.7,5.7
1448,Maurice Harkless,2013,19,ORL,SF,76,59,26.0,3.4,7.4,.461,0.4,1.5,.274,3.0,5.9,.510,.489,1.0,1.7,.570,1.6,2.8,0.7,1.2,0.8,0.9,1.9,8.2
1449,Maurice Harkless,2014,20,ORL,SF,80,41,24.4,2.8,6.0,.464,0.7,1.9,.383,2.1,4.1,.502,.525,1.1,1.8,.594,0.9,2.4,1.0,1.2,0.6,1.1,1.8,7.4
1450,Maurice Harkless,2015,21,ORL,SF,45,4,15.0,1.4,3.5,.399,0.2,1.2,.179,1.2,2.3,.520,.430,0.5,0.9,.537,0.8,1.5,0.6,0.7,0.2,0.6,1.5,3.5
1451,Maurice Harkless,2016,22,POR,SF,78,14,18.7,2.5,5.3,.474,0.5,1.8,.279,2.0,3.5,.576,.522,0.9,1.4,.622,1.3,2.3,0.9,0.6,0.4,0.8,1.6,6.4
1452,Maurice Harkless,2017,23,POR,SF,77,69,28.9,4.1,8.1,.503,0.9,2.5,.351,3.2,5.6,.572,.558,1.0,1.6,.621,1.6,2.8,1.1,1.1,0.9,1.1,2.8,10.0
1453,Maurice Harkless,2018,24,POR,SF,59,36,21.4,2.5,5.0,.495,0.8,2.0,.415,1.7,3.0,.547,.577,0.7,1.0,.712,0.8,2.0,0.9,0.8,0.7,0.7,1.7,6.5
1454,Maurice Harkless,2019,25,POR,SF,26,19,21.6,2.4,5.3,.446,0.6,1.9,.320,1.8,3.4,.517,.504,0.5,0.8,.650,1.0,3.2,0.7,0.9,1.0,0.6,2.8,5.9
1455,Zach Collins,2018,20,POR,C,66,1,15.8,1.7,4.4,.398,0.5,1.7,.310,1.2,2.7,.455,.458,0.4,0.6,.643,0.7,2.7,0.8,0.3,0.5,0.9,2.0,4.4
1456,Zach Collins,2019,21,POR,C,42,0,18.9,2.7,5.5,.491,0.5,1.7,.314,2.2,3.9,.568,.539,1.3,1.6,.797,1.3,3.0,0.9,0.4,0.8,1.1,2.5,7.3
1457,Caleb Swanigan,2018,20,POR,PF,27,3,7.0,0.9,2.2,.400,0.0,0.3,.125,0.9,1.9,.442,.408,0.4,0.7,.667,0.6,1.4,0.5,0.2,0.1,0.7,1.4,2.3
1458,Caleb Swanigan,2019,21,POR,PF,16,0,8.4,0.8,2.4,.316,0.1,0.3,.250,0.7,2.1,.324,.329,0.4,0.4,.857,0.8,2.3,0.4,0.3,0.0,0.9,1.1,1.9
1459,Wade Baldwin,2017,20,MEM,PG,33,1,12.3,1.1,3.5,.313,0.1,0.7,.136,1.0,2.8,.355,.326,0.9,1.1,.838,0.3,1.1,1.8,0.5,0.2,1.2,1.2,3.2
1460,Wade Baldwin,2018,21,POR,PG,7,0,11.4,2.0,3.0,.667,0.6,0.7,.800,1.4,2.3,.625,.762,0.9,1.4,.600,0.1,1.0,0.7,0.3,0.1,0.6,1.7,5.4
1461,Wade Baldwin,2019,22,POR,PG,13,0,5.5,0.6,2.0,.308,0.2,0.5,.286,0.5,1.5,.316,.346,0.6,0.8,.727,0.1,0.6,0.8,0.0,0.2,0.8,0.5,2.0
1462,Anfernee Simons,2019,19,POR,SG,7,0,6.7,1.0,3.0,.333,0.0,1.0,.000,1.0,2.0,.500,.333,0.1,0.6,.250,0.0,1.0,0.3,0.0,0.0,0.7,0.4,2.1
1463,Nik Stauskas,2015,21,SAC,SG,73,1,15.4,1.5,4.1,.365,0.7,2.0,.322,0.8,2.0,.408,.446,0.8,0.9,.859,0.2,1.1,0.9,0.3,0.2,0.5,1.3,4.4
1464,Nik Stauskas,2016,22,PHI,SG,73,35,24.8,2.9,7.5,.385,1.5,4.5,.326,1.4,3.0,.473,.483,1.2,1.6,.771,0.3,2.2,1.9,0.6,0.3,1.3,1.6,8.5
1465,Nik Stauskas,2017,23,PHI,SG,80,27,27.4,3.1,7.9,.396,1.7,4.5,.368,1.5,3.4,.433,.500,1.5,1.9,.813,0.3,2.6,2.4,0.6,0.4,1.6,1.8,9.5
1466,Nik Stauskas,2018,24,TOT,SG,41,0,12.8,1.5,3.8,.390,1.0,2.4,.400,0.5,1.3,.370,.519,0.5,0.7,.724,0.1,1.5,1.0,0.2,0.1,0.6,0.6,4.4
1467,Nik Stauskas,2019,25,POR,SG,39,0,15.8,2.2,5.3,.420,1.0,2.9,.351,1.2,2.4,.505,.517,0.8,0.8,.909,0.3,1.6,1.5,0.3,0.1,1.0,0.7,6.3
1468,Jusuf Nurkic,2015,20,DEN,C,62,27,17.8,2.8,6.2,.446,0.0,0.0,.000,2.8,6.1,.449,.446,1.4,2.1,.636,2.0,4.1,0.8,0.8,1.1,1.4,3.3,6.9
1469,Jusuf Nurkic,2016,21,DEN,C,32,3,17.1,3.2,7.6,.417,0.0,0.1,.000,3.2,7.5,.423,.417,1.9,3.1,.616,2.0,3.4,1.3,0.8,1.4,1.7,2.8,8.2
1470,Jusuf Nurkic,2017,22,TOT,C,65,48,21.4,4.2,8.2,.507,0.0,0.0,.000,4.2,8.2,.508,.507,1.8,3.2,.571,2.4,4.8,1.9,0.8,1.1,2.2,2.5,10.2
1471,Jusuf Nurkic,2018,23,POR,C,79,79,26.4,6.1,12.0,.505,0.0,0.1,.000,6.1,11.9,.508,.505,2.2,3.5,.630,2.4,6.6,1.8,0.8,1.4,2.3,3.1,14.3
1472,Jusuf Nurkic,2019,24,POR,C,42,42,27.0,5.8,11.3,.511,0.1,0.6,.125,5.7,10.7,.531,.514,3.7,5.0,.741,3.4,7.0,2.8,1.1,1.3,2.3,3.2,15.3
1473,Gary Trent Jr.,2019,20,POR,SG,4,0,5.8,1.0,3.3,.308,0.5,1.3,.400,0.5,2.0,.250,.385,0.3,1.0,.250,0.0,1.0,0.0,0.0,0.0,0.3,0.3,2.8
1474,Seth Curry,2015,23,TOT,PG,2,0,6.5,0.5,1.5,.333,0.5,0.5,1.000,0.0,1.0,.000,.500,0.0,0.0,,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.5
1475,Seth Curry,2016,24,PHO,PG,2,0,4.0,0.0,1.5,.000,0.0,0.5,.000,0.0,1.0,.000,.000,0.0,0.0,,0.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0
1476,Seth Curry,2017,25,SAC,PG,44,9,15.7,2.3,5.1,.455,1.1,2.5,.450,1.2,2.6,.460,.567,1.0,1.2,.833,0.2,1.2,1.5,0.5,0.1,0.8,0.9,6.8
1477,Seth Curry,2018,26,DAL,PG,70,42,29.0,4.8,10.0,.481,2.0,4.6,.425,2.9,5.4,.528,.578,1.2,1.4,.850,0.4,2.2,2.7,1.1,0.1,1.3,1.8,12.8
1478,Seth Curry,2019,28,POR,SG,36,1,17.4,2.2,5.1,.432,1.4,2.8,.490,0.8,2.3,.358,.568,0.2,0.2,1.000,0.3,1.0,0.8,0.4,0.1,0.8,1.3,6.0
1479,James Harden,2010,20,OKC,SG,76,0,22.9,3.1,7.6,.403,1.2,3.3,.375,1.8,4.3,.424,.484,2.6,3.2,.808,0.6,2.6,1.8,1.1,0.3,1.4,2.6,9.9
1480,James Harden,2011,21,OKC,SG,82,5,26.7,3.6,8.3,.436,1.4,4.0,.349,2.3,4.4,.514,.518,3.5,4.2,.843,0.5,2.6,2.1,1.1,0.3,1.3,2.5,12.2
1481,James Harden,2012,22,OKC,SG,62,2,31.4,5.0,10.1,.491,1.8,4.7,.390,3.1,5.4,.579,.582,5.0,6.0,.846,0.5,3.6,3.7,1.0,0.2,2.2,2.4,16.8
1482,James Harden,2013,23,HOU,SG,78,78,38.3,7.5,17.1,.438,2.3,6.2,.368,5.2,10.9,.477,.504,8.6,10.2,.851,0.8,4.1,5.8,1.8,0.5,3.8,2.3,25.9
1483,James Harden,2014,24,HOU,SG,73,73,38.0,7.5,16.5,.456,2.4,6.6,.366,5.1,9.9,.515,.529,7.9,9.1,.866,0.8,3.9,6.1,1.6,0.4,3.6,2.4,25.4
1484,James Harden,2015,25,HOU,SG,81,81,36.8,8.0,18.1,.440,2.6,6.9,.375,5.4,11.3,.480,.511,8.8,10.2,.868,0.9,4.7,7.0,1.9,0.7,4.0,2.6,27.4
1485,James Harden,2016,26,HOU,SG,82,82,38.1,8.7,19.7,.439,2.9,8.0,.359,5.8,11.7,.494,.512,8.8,10.2,.860,0.8,5.3,7.5,1.7,0.6,4.6,2.8,29.0
1486,James Harden,2017,27,HOU,PG,81,81,36.4,8.3,18.9,.440,3.2,9.3,.347,5.1,9.6,.530,.525,9.2,10.9,.847,1.2,7.0,11.2,1.5,0.5,5.7,2.7,29.1
1487,James Harden,2018,28,HOU,SG,72,72,35.4,9.0,20.1,.449,3.7,10.0,.367,5.4,10.1,.531,.541,8.7,10.1,.858,0.6,4.8,8.8,1.8,0.7,4.4,2.3,30.4
1488,James Harden,2019,29,HOU,SG,37,37,37.2,9.8,22.6,.436,4.8,12.5,.386,5.0,10.0,.499,.543,9.4,11.0,.853,0.7,5.3,8.6,2.0,0.6,5.7,3.5,33.9
1489,Brandon Knight,2013,20,DET,PG,66,60,32.3,4.8,11.7,.415,1.6,4.2,.380,3.2,7.5,.434,.483,1.6,2.1,.759,0.5,2.7,3.8,0.7,0.2,2.6,2.3,12.8
1490,Brandon Knight,2014,21,DET,PG,75,75,31.5,4.8,11.7,.407,1.6,4.4,.367,3.2,7.3,.430,.475,2.2,3.0,.733,0.7,2.6,4.0,0.8,0.1,2.7,2.1,13.3
1491,Brandon Knight,2015,22,MIL,PG,72,69,33.3,6.4,15.2,.422,1.5,4.7,.325,4.9,10.5,.466,.473,3.6,4.5,.802,0.6,2.9,4.9,1.0,0.2,2.6,2.0,17.9
1492,Brandon Knight,2016,23,TOT,PG-SG,63,61,32.3,6.0,14.1,.422,2.0,5.1,.389,4.0,9.0,.441,.493,3.1,3.5,.874,0.4,3.4,5.2,1.4,0.2,3.0,1.8,17.0
1493,Brandon Knight,2017,24,PHO,SG,52,50,36.0,7.1,17.2,.415,2.3,6.8,.342,4.8,10.5,.461,.482,3.0,3.5,.852,0.7,3.2,5.1,1.2,0.4,3.4,2.4,19.6
1494,Brandon Knight,2018,25,PHO,SG,54,5,21.1,3.9,9.7,.398,0.8,2.6,.324,3.0,7.1,.425,.441,2.4,2.9,.857,0.5,1.7,2.4,0.5,0.1,1.6,1.6,11.0
1495,Brandon Knight,2019,27,HOU,PG,11,0,9.1,0.8,3.5,.231,0.5,2.5,.185,0.4,1.1,.333,.295,0.1,0.3,.333,0.1,0.4,0.5,0.2,0.0,0.2,1.0,2.2
1496,Eric Gordon,2009,20,LAC,SG,78,65,34.3,5.3,11.6,.456,1.7,4.3,.389,3.6,7.2,.496,.529,3.8,4.5,.854,0.6,2.0,2.8,1.0,0.4,2.1,2.2,16.1
1497,Eric Gordon,2010,21,LAC,SG,62,60,36.0,5.7,12.6,.449,1.9,5.2,.371,3.8,7.5,.503,.525,3.6,4.8,.742,0.4,2.2,3.0,1.1,0.2,2.3,1.5,16.9
1498,Eric Gordon,2011,22,LAC,SG,56,56,37.7,7.6,16.9,.450,1.9,5.2,.364,5.7,11.8,.488,.506,5.1,6.2,.825,0.8,2.1,4.4,1.3,0.3,2.7,2.1,22.3
1499,Eric Gordon,2012,23,NOH,PG,9,9,34.4,7.0,15.6,.450,1.1,4.4,.250,5.9,11.1,.530,.486,5.4,7.2,.754,0.2,2.6,3.4,1.4,0.4,2.7,2.2,20.6
1500,Eric Gordon,2013,24,NOH,SG,42,40,30.1,5.6,13.9,.402,1.3,4.1,.324,4.3,9.8,.436,.450,4.5,5.3,.842,0.2,1.6,3.3,1.1,0.2,2.8,1.8,17.0
1501,Eric Gordon,2014,25,NOP,SG,64,64,32.1,5.6,12.8,.436,1.6,4.0,.391,4.0,8.7,.456,.498,2.7,3.5,.785,0.5,2.1,3.3,1.2,0.2,2.1,1.8,15.4
1502,Eric Gordon,2015,26,NOP,SG,61,60,33.1,4.7,11.4,.411,2.3,5.2,.448,2.4,6.2,.380,.512,1.8,2.2,.805,0.5,2.1,3.8,0.8,0.2,2.0,2.4,13.4
